ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,,CONTACT,CITY,DISTRICT
APGB0005060,Andhra Pragathi Grameena Bank,APGB0005060,,BALLIKURAVA,"BALLIKURAVA -523301
BALLIKURAVA MANDAL
PRAKASAM DISTRICT",08404- 274426,BALLIKURAVA,PRAKASAM,ANDHRA PRADESH
APGB0005061,Andhra Pragathi Grameena Bank,APGB0005061,,CHODAVARAM,"CHODAVARAM – 523279
KONDEPI MANDAL
PRAKASAM DISTRICT",08598- 249319,CHODAVARAM,PRAKASAM,ANDHRA PRADESH
APGB0005062,Andhra Pragathi Grameena Bank,APGB0005062,,KUNDURU,"KUNDURU – 523303              SANTHAMAGULUR MANDAL
PRAKASAM DISTRICT",08404- 273221,KUNDURU,PRAKASAM,ANDHRA PRADESH
APGB0005063,Andhra Pragathi Grameena Bank,APGB0005063,,VEMULAPADU,"VEMULAPADU – 523246 
HANUMANTHUNIPADU MANDAL
PRAKASAM DISTRICT",08402- 270222,VEMULAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005064,Andhra Pragathi Grameena Bank,APGB0005064,,KARUMANCHI,"KARUMANCHI – 523272
TANGUTUR MANDAL
PRAKASAM DISTRICT",08592- 277090,KARUMANCHI,PRAKASAM,ANDHRA PRADESH
APGB0005069,Andhra Pragathi Grameena Bank,APGB0005069,,CUMBUM,"CUMBUM-523333
14-12, MARKET STREET, 
CUMBUM MANDAL
PRAKASAM DISTRICT",08406-232282,CUMBUM,PRAKASAM,ANDHRA PRADESH
APGB0005070,Andhra Pragathi Grameena Bank,APGB0005070,,PAMIDIPADU,"PAMIDIPADU – 523216
KORISAPADU MANDAL
PRAKASAM DISTRICT",08593- 256430,PAMIDIPADU,PRAKASAM,ANDHRA PRADESH
APGB0005078,Andhra Pragathi Grameena Bank,APGB0005078,,EEDUMUDI,"EEDUMUDI – 523186
NAGULUPPALAPADU MANDAL
PRAKASAM DISTRICT",08592- 275262,EEDUMUDI,PRAKASAM,ANDHRA PRADESH
APGB0005080,Andhra Pragathi Grameena Bank,APGB0005080,,BODDIKURAPADU,"BODDIKURAPADU -523253
(VIA)UPPALAPADU, 
TALLURU MANDAL
PRAKASAM DISTRICT",08407- 259100,BODDIKURAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005082,Andhra Pragathi Grameena Bank,APGB0005082,,KOPPERAPADU,"KOPPERAPADU – 523303
BALLIKURAVA MANDAL
PRAKASAM DISTRICT",08404- 278202,KOPPERAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005085,Andhra Pragathi Grameena Bank,APGB0005085,,CHIMAKURTHI,"CHIMAKURTHI – 523226
CHIMAKURTHI MANDAL
PRAKASAM DISTRICT",08592- 272660,CHIMAKURTHI,PRAKASAM,ANDHRA PRADESH
APGB0005086,Andhra Pragathi Grameena Bank,APGB0005086,,GALIZERUGULLA,"GALIZERUGULLA-523346
BESTAVARIPET  MANDAL
PRAKASAM DISTRICT",08466-200088,GALIZERUGULLA,PRAKASAM,ANDHRA PRADESH
APGB0005088,Andhra Pragathi Grameena Bank,APGB0005088,,AMMANAGUDIPADU,"AMMANAGUDIPADU – 523330
DUPADU(S.O.) 
YERRAGONDAPALEM MANDAL,
PRAKASAM DISTRICT",08596-228341,AMMANAGUDIPADU,PRAKASAM,ANDHRA PRADESH
APGB0005089,Andhra Pragathi Grameena Bank,APGB0005089,,KONDAPI,"KONDAPI – 523270
KONDAPI MANDAL
PRAKASAM DISTRICT",08598- 225210,KONDAPI,PRAKASAM,ANDHRA PRADESH
APGB0005090,Andhra Pragathi Grameena Bank,APGB0005090,,PODILI,"PODILI – 523240
PODILI MANDAL
PRAKASAM DISTRICT",08499- 243786,PODILI,PRAKASAM,ANDHRA PRADESH
APGB0005091,Andhra Pragathi Grameena Bank,APGB0005091,,PULLALACHERUVU,"PULLALACHERUVU-523328
PULLALACHERUVU MANDAL
PRAKASAM DISTRICT",08403-252257,PULLALACHERUVU,PRAKASAM,ANDHRA PRADESH
APGB0005092,Andhra Pragathi Grameena Bank,APGB0005092,,ONGOLE MARKET CENTRE,"ONGOLE   MARKET CENTRE  BRANCH
SANTHAPETA, 
ONGOLE,
PRAKASAM DISTRICT.  PIN  523002",08592- 227500,ONGOLE,PRAKASAM,ANDHRA PRADESH
APGB0005094,Andhra Pragathi Grameena Bank,APGB0005094,,MEDARAMETLA BRANCH,"MEDARAMETLA –523212
KORISAPDU MANDAL
PRAKASAM DISTRICT",08593- 252996,KORISAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005095,Andhra Pragathi Grameena Bank,APGB0005095,,ULAVAPADU,"ULAVAPADU – 523292
ULAVAPADU MANDAL
PRAKASAM DISTRICT",08599- 274921,ULAVAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005096,Andhra Pragathi Grameena Bank,APGB0005096,,PAMUR,"PAMURU – 523108
PAMURU MANDAL
PRAKASAM DISTRICT",08490- 246888,PAMUR,PRAKASAM,ANDHRA PRADESH
APGB0005098,Andhra Pragathi Grameena Bank,APGB0005098,,GAJJALAKONDA,"GAJJALAKONDA-523315
MARKAPUR MANDAL
PRAKASAM DISTRICT",08499-247234,GAJJALAKONDA,PRAKASAM,ANDHRA PRADESH
APGB0005099,Andhra Pragathi Grameena Bank,APGB0005099,,KURICHEDU,"KURICHEDU – 523304
KURICHEDU MANDAL
PRAKASAM DISTRICT",08408- 276131,KURICHEDU,PRAKASAM,ANDHRA PRADESH
APGB0005102,Andhra Pragathi Grameena Bank,APGB0005102,,SINGARAYAKONDA,"SINGARAYAKONDA –523101 
SINGARAYAKONDA MANDAL
PRAKASAM DISTRICT",08598- 238107,SINGARAYAKONDA,PRAKASAM,ANDHRA PRADESH
APGB0005105,Andhra Pragathi Grameena Bank,APGB0005105,,MARTURU,"MARTURU – 523301
MARTURU MANDAL
PRAKASAM DISTRICT",08404- 272211,MARTURU,PRAKASAM,ANDHRA PRADESH
APGB0005106,Andhra Pragathi Grameena Bank,APGB0005106,,DARSI,"DARSI – 523247
DARSI MANDAL
PRAKASAM DISTRICT",08407- 253570,DARSI,PRAKASAM,ANDHRA PRADESH
APGB0005107,Andhra Pragathi Grameena Bank,APGB0005107,,KARAMCHEDU,"KARAMCHEDU – 523168
KARAMCHEDU MANDAL
PRAKASAM DISTRICT",08594- 242155,KARAMCHEDU,PRAKASAM,ANDHRA PRADESH
APGB0005108,Andhra Pragathi Grameena Bank,APGB0005108,,PANDILLA  PALLE,"PANDILLAPALLI – 523184
VETAPALEM MANDAL
PRAKASAM DISTRICT",08594- 247142,PANDILLA  PALLE,PRAKASAM,ANDHRA PRADESH
APGB0005109,Andhra Pragathi Grameena Bank,APGB0005109,,PARCHOOR,"PARCHURU – 523169
PARCHURU MANDAL
PRAKASAM DISTRICT",08594- 243599,PARCHOOR,PRAKASAM,ANDHRA PRADESH
APGB0005110,Andhra Pragathi Grameena Bank,APGB0005110,,"MUNGAMUR ROAD, ONGOLE BRANCH","ONGOLE  MUNGAMUR ROAD BRANCH
MUNGAMUR  ROAD, 
ONGOLE 
PRAKASAM DISTRICT.  PIN 523002",08592- 235290,ONGOLE,PRAKASAM,ANDHRA PRADESH
APGB0005111,Andhra Pragathi Grameena Bank,APGB0005111,,THIPPAYAPALEM,"THIPPAYAPALEM-523329
MARKAPUR MANDAL
PRAKASAM DISTRICT",08596-220110,THIPPAYAPALEM,PRAKASAM,ANDHRA PRADESH
APGB0005130,Andhra Pragathi Grameena Bank,APGB0005130,,NAIDU PALEM,"NAIDUPALEM-523327
PULLALACHERUVU MANDAL
PRAKASAM DISTRICT",08403-205050,NAIDU PALEM,PRAKASAM,ANDHRA PRADESH
APGB0005132,Andhra Pragathi Grameena Bank,APGB0005132,,TRIPURANTAKAM,"TRIPURANTHAKAM-523326
TRIPURANTAKAM MANDAL
PRAKASAM DISTRICT",08403-256221,TRIPURANTHAKAM,PRAKASAM,ANDHRA PRADESH
APGB0005152,Andhra Pragathi Grameena Bank,APGB0005152,,NUTHALAPADU,"NUTHALAPADU – 523169
PARCHUR MANDAL
PRAKASAM DISTRICT",08594- 249220,NUTHALAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005158,Andhra Pragathi Grameena Bank,APGB0005158,,MARRIPUDI,"MARRIPUDI - 523242
MARRIPUDI MANDAL
PRAKASAM DISTRICT",08499- 240619,MARRIPUDI,PRAKASAM,ANDHRA PRADESH
APGB0005159,Andhra Pragathi Grameena Bank,APGB0005159,,AVULAMANDA,"AVULAMANDA -523304
KURICHEDU MANDAL
PRAKASAM DISTRICT",08408- 275108,AVULAMANDA,PRAKASAM,ANDHRA PRADESH
APGB0005168,Andhra Pragathi Grameena Bank,APGB0005168,,ONGOLE- MAIN,"ONGOLE  MAIN BRANCH
OPP: RTC BUS STAND, 
ONGOLE
PRAKASAM DISTRICT. PIN 523002",08592- 233067,ONGOLE,PRAKASAM,ANDHRA PRADESH
APGB0005169,Andhra Pragathi Grameena Bank,APGB0005169,,ADDANKI,"ADDANKI -523201
ADDANKI MANDAL
PRAKASAM DISTRICT",08593- 223214,ADDANKI,PRAKASAM,ANDHRA PRADESH
APGB0005186,Andhra Pragathi Grameena Bank,APGB0005186,,KANDUKUR,"KANDUKURU – 523105
KANDUKURU MANDAL
PRAKASAM DISTRICT",08598- 223907,KANDUKUR,PRAKASAM,ANDHRA PRADESH
APGB0005188,Andhra Pragathi Grameena Bank,APGB0005188,,CHIRALA,"CHIRALA – 523155
CHIRALA MANDAL
PRAKASAM DISTRICT",08594- 237303,CHIRALA,PRAKASAM,ANDHRA PRADESH
APGB0005191,Andhra Pragathi Grameena Bank,APGB0005191,,KANIGIRI,"KANIGIRI –523230
KANIGIRI MANDAL
PRAKASAM DISTRICT",08402- 274004,KANIGIRI,PRAKASAM,ANDHRA PRADESH
APGB0005193,Andhra Pragathi Grameena Bank,APGB0005193,,KOMAROLE,"KOMAROLU-523 373
D.NO.5-243, SRIRAM NAGAR, 
KOMAROLU MANDAL,
PRAKASAM DISTRICT",08405-248001,KOMAROLE,PRAKASAM,ANDHRA PRADESH
APGB0005194,Andhra Pragathi Grameena Bank,APGB0005194,,MUPPAVARAM,"MUPPAVARAM-523 261
J. PANGALURU MANDAL
PRAKASAM DISTRICT",08593-257100,MUPPAVARAM,PRAKASAM,ANDHRA PRADESH
APGB0005197,Andhra Pragathi Grameena Bank,APGB0005197,,VALAPARLA,"D.NO.5-31, I FLOOR
VALAPARLA, 
MARTUR MANDAL,
PRAKASAM DISTRICT,
 PIN- 523 260
",08404-275199,VALAPARLA,PRAKASAM,ANDHRA PRADESH
APGB0005198,Andhra Pragathi Grameena Bank,APGB0005198,,KAMEPALLY,"D.NO.3/70,
KAMEPALLI,  
JARUGUMILLI MANDAL,
PRAKASAM DISTRICT,
PIN-523 271
",08598-231369,KAMEPALLY,PRAKASAM,ANDHRA PRADESH
APGB0005199,Andhra Pragathi Grameena Bank,APGB0005199,,INKOLLU,"INKOLLUU - 523186                            D.NO:11-121, PARUCHURU ROAD            INKOLLU (V) & (M), PRAKASAM (DIST).",08594-244170,INKOLLU,PRAKASAM,ANDHRA PRADESH
APGB0005200,Andhra Pragathi Grameena Bank,APGB0005200,,UPPUGUNDUR,"D.NO.5-41/1,
UPPUGUNDURU VILLAGE,
NAGULUPPALAPADU MANDAL,
PRAKASAM DISTRICT
PIN-523 186
",08592-275155,UPPUGUNDUR,PRAKASAM,ANDHRA PRADESH
APGB0005201,Andhra Pragathi Grameena Bank,APGB0005201,,CHINAGANJAM,"D.NO.2/128,
1 FLOOR,
MAIN ROAD,
CHINAGANJAM (VIL & MANDAL),
PRAKASAM DISTRICT
PIN-523 135
",08594-241170,CHINAGANJAM,PRAKASAM,ANDHRA PRADESH
APGB0005202,Andhra Pragathi Grameena Bank,APGB0005202,,TANGUTURU,"G.T. ROAD,
TANGUTURU VILLAGE & MANDAL,
PRAKASAM DISTRICT
PIN-523 274
",08592-242075,TANGUTURU,PRAKASAM,ANDHRA PRADESH
APGB0005203,Andhra Pragathi Grameena Bank,APGB0005203,,SANTHANUTHALAPADU,"D.NO.3-33,
SANTHANUTHALAPADU VILLAGE & POST,
SANTHANUTHALAPADU MANDAL
PRAKASAM DISTRICT
PIN-523 225
",08592-276559,SANTHANUTHALAPADU,PRAKASAM,ANDHRA PRADESH
APGB0005204,Andhra Pragathi Grameena Bank,APGB0005204,,"GANDHI BAZAR, ONGOLE","GANDHI BAZAR-523001,                  D.NO:26-1-67/68, PAPPU BAZAR, GANDHI ROAD, ONGOLE,   PRAKASAM(DIST)",08592-281369,ONGOLE,PRAKASAM,ANDHRA PRADESH
APGB0005207,Andhra Pragathi Grameena Bank,APGB0005207,,CHIRALA (RURAL),"D.NO 8/31-156/1, VODAREVU ROAD, PERALA , CHIRALA (RURAL) VILLAGE &POST, CHIRALA MANDAL, PRAKASAM DIST -523  155",0,CHIRALA,PRAKASAM,ANDHRA PRADESH
APGB0005208,Andhra Pragathi Grameena Bank,APGB0005208,,J. PANGULURU,"D.NO.2/54,
J. PANGULURU,
J. PANGULURU  MANDAL,
PRAKASAM DISTRICT
PIN- 523 261
",08593-258115,PANGULURU,PRAKASAM,ANDHRA PRADESH
APGB0005209,Andhra Pragathi Grameena Bank,APGB0005209,,YADDANAPUDI,"D.NO.1-178,
YADDANAPUDI  VIL 
YADDANAPUDI   PO& MANDAL,
PRAKASAM DISTRICT
PIN- 523 301
",0,YADDANAPUDI,PRAKASAM,ANDHRA PRADESH
APGB0005210,Andhra Pragathi Grameena Bank,APGB0005210,,"KANDUKUR, KANIGIRI ROAD","H.NO.20-4-87,
SWARNA COMPLEX,
NANDAVARI STREET,
KANIGIRI ROAD,
KANDUKURU MANDAL,
PRAKASAM DISTRICT
PIN-523 105
",0,KANDUKUR,PRAKASAM,ANDHRA PRADESH
APGB0005215,Andhra Pragathi Grameena Bank,APGB0005215,,"ONGOLE, KAMMAPALEM","D. NO. 42-1-194/14,
EAST KAMMAPALEM,
ONGOLE TOWN,
PRAKASAM DISTRICT,
 PIN-523001
",0,ONGOLE,PRAKASAM,ANDHRA PRADESH
