ID,BANK,IFSC,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT DETAILS,CENTRE,DISTRICT,STATE
ADCC0000085,Akola District Central Co-Operative Bank,ADCC0000085,444831546,SHENDURJANA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SHENDURJANA, AT. PO. SHENDURJANA, TQ.MANORA, DIST. WASHIM. 444403",0724-2415785/ 0724-2425600,SHENDURJANA,WASHIM,MAHARASHTRA
ADCC0000086,Akola District Central Co-Operative Bank,ADCC0000086,444831547,POHARADEVI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH POHARADEVI, AT. PO. POHARADEVI, TQ. MANORA, DIST. WASHIM. 444404",0724-2415785/ 0724-2425600,POHARADEVI,WASHIM,MAHARASHTRA
ADCC0000087,Akola District Central Co-Operative Bank,ADCC0000087,444831548,SAKHARDOH BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SAKHARDOH, AT. PO. SAKHARDOH, TQ. MANORA, DIST. WASHIM. 444403",0724-2415785/ 0724-2425600,MANORA,WASHIM,MAHARASHTRA
ADCC0000088,Akola District Central Co-Operative Bank,ADCC0000088,444831202,WASHIM MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WASHIM MAIN, NEAR BUS STAND, WASHIM    TQ.DIST. WASHIM,  444505",0724-2415785/ 0724-2425600,WASHIM,WASHIM,MAHARASHTRA
ADCC0000089,Akola District Central Co-Operative Bank,ADCC0000089,444831203,WASHIM CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WASHIM CITY, SHUKRAWAR PETH, WASHIM, TQ.DIST.WASHIM. 444505",0724-2415785/ 0724-2425600,WASHIM,WASHIM,MAHARASHTRA
ADCC0000090,Akola District Central Co-Operative Bank,ADCC0000090,444831204,ANSING BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH ANSING, AT. PO. ANSING, TQ. DIST. WASHIM. 444507",0724-2415785/ 0724-2425600,ANSING,WASHIM,MAHARASHTRA
ADCC0000091,Akola District Central Co-Operative Bank,ADCC0000091,444831205,TONDGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH TONDGAON, AT. PO. TONDGAON, TQ.DIST.WASHIM 444505",0724-2415785/ 0724-2425600,WASHIM,WASHIM,MAHARASHTRA
ADCC0000092,Akola District Central Co-Operative Bank,ADCC0000092,444831206,PARDI TAKMOR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PARDITAKMOR, AT. PO. PARDITAKMOR, TQ.DIST.WASHIM. 444505",0724-2415785/ 0724-2425600,PARDI TAKMOR,WASHIM,MAHARASHTRA
ADCC0000093,Akola District Central Co-Operative Bank,ADCC0000093,444831549,MALEGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MALEGAON, AT. PO. TQ. MALEGAON, DIST.WASHIM. 444503",0724-2415785/ 0724-2425600,MALEGAON,WASHIM,MAHARASHTRA
ADCC0000094,Akola District Central Co-Operative Bank,ADCC0000094,444831550,KINHIRAJA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KINHIRAJA, AT. PO. KINHIRAJA, TQ. MALEGAON, DIST.WASHIM. 444503",0724-2415785/ 0724-2425600,KINHIRAJA,WASHIM,MAHARASHTRA
ADCC0000095,Akola District Central Co-Operative Bank,ADCC0000095,444831551,SHIRPUR JAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SHIRPUR, AT. PO. SHIRPUR, TQ. MALEGAON, DIST.WASHIM. 444504",0724-2415785/ 0724-2425600,SHIRPUR,WASHIM,MAHARASHTRA
ADCC0000096,Akola District Central Co-Operative Bank,ADCC0000096,444831552,MEDSHI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MEDSHI, AT. PO. MEDSHI, TQ. MALEGAON, DIST.WASHIM. 444512",0724-2415785/ 0724-2425600,MEDSHI,WASHIM,MAHARASHTRA
ADCC0000097,Akola District Central Co-Operative Bank,ADCC0000097,444831553,PANGRIKUTE BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PANGRIKUTE, AT. PO. PANGRIKUTE, TQ. MALEGAON DIST. WASHIM. 444503",0724-2415785/ 0724-2425600,MALEGAON,WASHIM,MAHARASHTRA
ADCC0000098,Akola District Central Co-Operative Bank,ADCC0000098,444831554,JAULKA RAILWAY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH JAULKA RLY, AT. PO. JAULKA RLY, TQ. MALEGAON, DIST. WASHIM. 444503",0724-2415785/ 0724-2425600,JAULKA,WASHIM,MAHARASHTRA
ADCC0000099,Akola District Central Co-Operative Bank,ADCC0000099,444831555,RISOD MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH RISOD MAIN, AT. PO. TQ. RISOD, DIST. WASHIM. 444506",0724-2415785/ 0724-2425600,RISOD,WASHIM,MAHARASHTRA
ADCC0000100,Akola District Central Co-Operative Bank,ADCC0000100,444831556,RISOD CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH RISOD CITY, AT. PO. TQ. RISOD, DIST. WASHIM. 444506",0724-2415785/ 0724-2425600,RISOD,WASHIM,MAHARASHTRA
ADCC0000101,Akola District Central Co-Operative Bank,ADCC0000101,444831557,RITHAD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH RITHAD, AT. PO. RITHAD, TQ. RISOD, DIST.WASHIM 444510",0724-2415785/ 0724-2425600,RITHAD,WASHIM,MAHARASHTRA
ADCC0000102,Akola District Central Co-Operative Bank,ADCC0000102,444831558,KENWAD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KENWAD, AT. PO. KENWAD, TQ. RISOD, DIST.WASHIM. 444503",0724-2415785/ 0724-2425600,KENWAD,WASHIM,MAHARASHTRA
ADCC0000103,Akola District Central Co-Operative Bank,ADCC0000103,444831559,MANGULZANAK BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANGUL ZANAK, AT. PO. MANGUL ZANAK, TQ. RISOD, DIST. WASHIM. 444504",0724-2415785/ 0724-2425600,MANGRUL ZANAK,WASHIM,MAHARASHTRA
ADCC0000104,Akola District Central Co-Operative Bank,ADCC0000104,444831560,HARAL BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH HARAL, AT. PO. HARAL, TQ. RISOD, DIST. WASHIM. 444510",0724-2415785/ 0724-2425600,RISOD,WASHIM,MAHARASHTRA
ADCC0000105,Akola District Central Co-Operative Bank,ADCC0000105,444831561,MOP BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MOP, AT. PO. MOP, TQ. RISOD, DIST. WASHIM 444506",0724-2415785/ 0724-2425600,RISOD,WASHIM,MAHARASHTRA
ADCC0000106,Akola District Central Co-Operative Bank,ADCC0000106,444831562,KESHAV NAGAR,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KESHAVNAGAR, AT. PO. KESHAVNAGAR, TQ. RISOD DIST. WASHIM. 444504",0724-2415785/ 0724-2425600,MASALA PEN,WASHIM,MAHARASHTRA
ADCC0000107,Akola District Central Co-Operative Bank,ADCC0000107,444831563,WAKAD,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH WAKAD, AT.PO. WAKAD, TQ. RISOD, DIST. WASHIM 444506",0724-2415785/ 0724-2425600,WAKAD,WASHIM,MAHARASHTRA
ADCC0000111,Akola District Central Co-Operative Bank,ADCC0000111,,PATNI CHOWK BRANCH WASHIM,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PATNI CHOWK, AT.PO. WASHIM, TQ. WASHIM, DIST. WASHIM 444506",0724-2415785/ 0724-2425600,WASHIM,WASHIM,MAHARASHTRA
